ID Cliente;Vendedor;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C3885;95425422;Europa;Portugal;Cosméticos;Online;Alta;43920;388512885;43954;8451;651,21;524,96;153685,56;123890,56
C2504;1954283764;Europa;Bosnia and Herzegovina;Material de oficina;Offline;Crítica;44826;250408303;44841;236;152,58;97,44;1046851,38;668535,84
C1825;5287882586;África;Iraq;Snacks;Offline;Crítica;44752;182575023;44797;6861;109,28;35,84;824954,72;270556,16
C4772;829612140;Europa;Moldova ;Ropa;Offline;Crítica;44457;477249372;44506;7549;205,7;117,11;1759969,2;1001993,16
C5969;1059372722;África;Liberia;Cereales;Offline;Alta;44322;596980178;44364;8556;255,28;159,42;2084616,48;1301823,72
C5246;9293177316;África;Sudan;Alimento infantil;Online;Baja;43831;524628770;43833;8166;437,2;263,33;742365,6;447134,34
C3133;3515430147;África;Democratic Republic of the Congo;Cosméticos;Online;Media;44183;313368976;44229;1698;152,58;97,44;991922,58;633457,44
C5366;5047326368;África;Morocco;Snacks;Offline;Media;44633;536687123;44635;6501;9,33;6,92;64880,82;48121,68
C9383;5354685512;Centroamérica y Caribe;Saint Vincent and the Grenadines;Frutas;Online;Media;44063;938382041;44103;6954;668,27;502,54;6327180,36;4758048,72
C8825;8421349968;África;Pakistan;Doméstico;Offline;Baja;44632;882565057;44670;9468;205,7;117,11;1539664,5;876568,35
C7036;9270546654;Europa;Sweden;Cereales;Online;Alta;43948;703659999;43965;7485;81,73;56,67;529610,4;367221,6
C3564;8911133114;Australia y Oceanía;Palau;Cuidado personal;Online;Crítica;43945;356403195;43954;6480;205,7;117,11;1842660,6;1049071,38
C7658;5390130586;Europa;Poland;Cereales;Offline;Crítica;44089;765843474;44125;8958;421,89;364,69;3988126,17;3447414,57
C6773;5219373698;África;Equatorial Guinea;Cárnicos;Online;Crítica;43997;677342164;44027;9453;668,27;502,54;6371954,45;4791718,9
C7065;1750466557;Australia y Oceanía;Kiribati;Doméstico;Offline;Media;43951;706573092;43966;9535;205,7;117,11;575960;327908
C1895;1409630132;Asia;Myanmar;Cereales;Offline;Crítica;44383;189522588;44409;2800;668,27;502,54;6602507,6;4965095,2
C3324;3847656775;Centroamérica y Caribe;Haiti;Doméstico;Online;Crítica;44304;332489478;44342;9880;152,58;97,44;524112,3;334706,4
C1620;4281444320;África;Mauritius ;Snacks;Online;Media;43916;162085092;43953;3435;205,7;117,11;649600,6;369833,38
C5752;9177955646;Europa;Luxembourg;Cereales;Online;Crítica;44092;575233256;44140;3158;109,28;35,84;84473,44;27704,32
C2891;1752274264;Australia y Oceanía;Tonga;Ropa;Offline;Baja;44804;289170300;44815;773;154,06;90,93;775383,98;457650,69
C7914;5732728279;Europa;Ukraine;Verduras;Offline;Alta;44608;791445052;44611;5033;152,58;97,44;1026405,66;655478,88
C4899;5431654985;África;Sudan;Snacks;Online;Alta;44293;489918839;44307;6727;668,27;502,54;2451882,63;1843819,26
C5627;2708944695;Europa;France;Doméstico;Online;Baja;44274;562765491;44297;3669;109,28;35,84;624098,08;204682,24
C9084;1726238726;Asia;Laos;Ropa;Offline;Media;44068;908471333;44090;5711;437,2;263,33;4253956;2562200,9
C5958;2869899088;Centroamérica y Caribe;Dominica;Cosméticos;Online;Crítica;43861;595835196;43902;9730;152,58;97,44;707818,62;452024,16
C1139;6447488557;Europa;Estonia;Snacks;Offline;Alta;43985;113968408;44008;4639;81,73;56,67;521437,4;361554,6
C9222;1753063633;África;Afghanistan;Cuidado personal;Offline;Crítica;44400;922294795;44450;6380;9,33;6,92;27299,58;20247,92
C5005;5821019335;África;Eritrea;Frutas;Online;Crítica;44164;500550687;44181;2926;421,89;364,69;3916404,87;3385417,27
C8987;6405989276;África;Oman;Cárnicos;Online;Alta;44051;898784911;44058;9283;152,58;97,44;379313,88;242235,84
C1873;6131132892;Centroamérica y Caribe;Cuba;Snacks;Offline;Media;43939;187358796;43957;2486;205,7;117,11;1358237,1;773277,33
C1069;24903459;África;Oman;Cereales;Offline;Crítica;44370;106946170;44404;6603;651,21;524,96;5035806,93;4059515,68
C2185;443707095;Europa;Luxembourg;Material de oficina;Offline;Alta;43950;218533360;43953;7733;651,21;524,96;5863494,84;4726739,84
C1534;617566394;África;Namibia;Material de oficina;Offline;Baja;44039;153419196;44050;9004;9,33;6,92;52061,4;38613,6
C9632;5000695520;Asia;India;Frutas;Online;Alta;44055;963215005;44064;5580;154,06;90,93;1486833,06;877565,43
C1698;3503584893;Australia y Oceanía;Palau;Verduras;Offline;Alta;44088;169844615;44123;9651;81,73;56,67;444692,93;308341,47
C3155;6931844786;Europa;Serbia;Cuidado personal;Online;Alta;44373;315544354;44412;5441;154,06;90,93;647976,36;382451,58
C4128;3346507539;África;Mauritania;Verduras;Offline;Crítica;44768;412863051;44778;4206;9,33;6,92;86134,56;63885,44
C8946;1726613258;Asia;Maldives;Frutas;Offline;Alta;44237;894662034;44240;9232;81,73;56,67;68326,28;47376,12
C4641;9356838009;África;Liberia;Cuidado personal;Offline;Crítica;44500;464115130;44509;836;47,45;31,79;64816,7;43425,14
C1447;2976820323;Europa;Greece;Bebida;Online;Media;44290;144708669;44321;1366;9,33;6,92;1884,66;1397,84
C1302;5261097315;Centroamérica y Caribe;Dominica;Frutas;Offline;Baja;44054;130241477;44066;202;205,7;117,11;1801109,2;1025415,16
C2348;3104631355;Asia;Vietnam;Cereales;Offline;Crítica;44387;234824883;44396;8756;205,7;117,11;1125179;640591,7
C3428;5738219712;Asia;Sri Lanka;Cereales;Offline;Alta;44463;342882716;44478;5470;668,27;502,54;546644,86;411077,72
C8591;8648390586;Europa;Portugal;Doméstico;Offline;Media;44648;859151303;44687;818;421,89;364,69;972034,56;840245,76
C4586;4078015490;Norteamérica;United States of America;Cárnicos;Offline;Crítica;43887;458679473;43912;2304;152,58;97,44;1444017,12;922172,16
C1368;1722204359;Centroamérica y Caribe;Jamaica;Snacks;Online;Crítica;44407;136828553;44441;9464;255,28;159,42;2263567,76;1413577,14
C9592;3329122182;Europa;Cyprus;Alimento infantil;Online;Alta;43880;959272372;43891;8867;205,7;117,11;1873927;1066872,1
C9119;7467969526;África;Iran;Cereales;Offline;Media;44304;911997258;44323;9110;154,06;90,93;897245,44;529576,32
C7513;7605394767;Asia;Sri Lanka;Verduras;Offline;Crítica;44169;751302039;44175;5824;152,58;97,44;1017556,02;649827,36
C8537;5873288927;Australia y Oceanía;East Timor;Snacks;Online;Media;44198;853798043;44232;6669;421,89;364,69;2673938,82;2311405,22
C7664;8821122192;África;Niger;Cárnicos;Online;Crítica;44741;766409099;44745;6338;9,33;6,92;14508,15;10760,6
C5563;1753644473;Australia y Oceanía;Australia;Frutas;Online;Media;44206;556371533;44236;1555;255,28;159,42;1550826;968476,5
C3612;8409495324;África;Botswana;Alimento infantil;Online;Media;44802;361234176;44815;6075;9,33;6,92;53022,39;39326,36
C8388;6305156645;Europa;Portugal;Frutas;Online;Media;44708;838858354;44728;5683;47,45;31,79;151697,65;101632,63
C9174;1757460678;Asia;South Korea;Bebida;Offline;Alta;44860;917417895;44862;3197;421,89;364,69;1462270,74;1264015,54
C9453;2702425252;Asia;Philippines;Cárnicos;Offline;Media;44255;945399129;44284;3466;421,89;364,69;3530797,41;3052090,61
C4416;845744930;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cárnicos;Offline;Baja;44643;441600883;44647;8369;154,06;90,93;280081,08;165310,74
C3451;2096373134;Centroamérica y Caribe;Panama;Verduras;Online;Crítica;44793;345134484;44841;1818;421,89;364,69;2006508,84;1734465,64
C7654;8153749358;Europa;Italy;Cárnicos;Offline;Crítica;44139;765423762;44153;4756;255,28;159,42;39313,12;24550,68
C5322;1724936396;Asia;Tajikistan;Alimento infantil;Offline;Media;44353;532205045;44378;154;154,06;90,93;1235561,2;729258,6
C3455;1497184685;Europa;Montenegro;Verduras;Online;Media;44641;345527160;44679;8020;154,06;90,93;59775,28;35280,84
C5257;2051292516;África;Sao Tome and Principe;Verduras;Online;Crítica;44357;525751435;44382;388;154,06;90,93;974583,56;575223,18
C5635;4879672962;África;Somalia;Verduras;Online;Baja;44569;563551700;44616;6326;255,28;159,42;1769856,24;1105258,86
C4699;4516434424;Europa;Italy;Alimento infantil;Offline;Baja;44402;469914281;44426;6933;421,89;364,69;143020,71;123629,91
C3261;6712266082;Europa;Poland;Cárnicos;Online;Alta;44695;326138007;44716;339;651,21;524,96;4365711,84;3519331,84
C7338;4278166202;Europa;Ukraine;Material de oficina;Offline;Crítica;44345;733834207;44356;6704;668,27;502,54;2152497,67;1618681,34
C5649;0504238841;Asia;Cambodia;Doméstico;Online;Crítica;43963;564926707;43970;3221;109,28;35,84;996087,2;326681,6
C1116;9187444073;Europa;Bosnia and Herzegovina;Ropa;Offline;Crítica;44305;111651837;44341;9115;154,06;90,93;98444,34;58104,27
C6365;8379345885;Asia;Philippines;Verduras;Online;Media;44709;636558425;44720;639;152,58;97,44;927533,82;592337,76
C3225;3878973300;Asia;Japan;Snacks;Offline;Alta;44660;322507798;44672;6079;109,28;35,84;82397,12;27023,36
C1226;1936286921;Asia;Turkmenistan;Ropa;Offline;Alta;44311;122673785;44315;754;154,06;90,93;309968,72;182951,16
C6105;2751176426;Europa;Andorra;Verduras;Offline;Media;43963;610542714;43980;2012;255,28;159,42;1080344,96;674665,44
C6299;6153412731;África;Kenya;Alimento infantil;Online;Baja;44584;629913413;44601;4232;109,28;35,84;418105,28;137123,84
C4448;303021992;África;Mozambique;Ropa;Online;Alta;44159;444897210;44197;3826;152,58;97,44;646328,88;412755,84
C3899;430373833;Australia y Oceanía;Solomon Islands;Snacks;Offline;Alta;44472;389917933;44518;4236;437,2;263,33;409219,2;246476,88
C4197;9682393958;África;Democratic Republic of the Congo;Cosméticos;Online;Alta;44323;419711911;44348;936;109,28;35,84;702779,68;230487,04
C5593;6997241322;África;Uganda;Ropa;Offline;Baja;44223;559327971;44270;6431;651,21;524,96;3423410,97;2759714,72
C4541;1724012222;Europa;Albania;Material de oficina;Online;Alta;44833;454127442;44877;5257;205,7;117,11;1847391,7;1051764,91
C7197;1754056123;Australia y Oceanía;Samoa ;Cereales;Online;Crítica;44348;719784152;44388;8981;154,06;90,93;185026,06;109206,93
C6922;1728180629;Asia;Indonesia;Verduras;Online;Alta;44243;692284429;44262;1201;152,58;97,44;388926,42;248374,56
C6779;2695556571;África;South Africa;Snacks;Offline;Baja;44573;677927100;44579;2549;205,7;117,11;1169198,8;665653,24
C6033;3197304301;África;Malawi;Cereales;Online;Baja;44496;603323495;44536;5684;109,28;35,84;32784;10752
C4653;4733435527;Europa;United Kingdom;Ropa;Online;Baja;43841;465397441;43884;300;255,28;159,42;2072618,32;1294330,98
C7813;1722204359;Centroamérica y Caribe;Jamaica;Alimento infantil;Online;Alta;44668;781385266;44673;8119;651,21;524,96;5143256,58;4146134,08
C3388;1753303138;Asia;Nepal;Material de oficina;Offline;Media;44490;338835799;44495;7898;255,28;159,42;107472,88;67115,82
C2456;9440600280;África;Mali;Alimento infantil;Online;Crítica;44094;245610368;44126;421;255,28;159,42;895011,68;558926,52
C7798;2667528794;Asia;China;Alimento infantil;Online;Alta;43897;779882800;43911;3506;81,73;56,67;572273,46;396803,34
C9401;3115192956;África;Togo;Cuidado personal;Online;Baja;44458;940139424;44502;7002;668,27;502,54;5205823,3;3914786,6
C6951;5012647618;Australia y Oceanía;Solomon Islands;Doméstico;Offline;Alta;43877;695179069;43877;7790;9,33;6,92;44588,07;33070,68
C5341;7258879166;África;Central African Republic;Frutas;Offline;Crítica;44573;534113061;44602;4779;437,2;263,33;1710326,4;1030146,96
C1163;9955483866;África;Swaziland;Cosméticos;Online;Baja;44418;116365230;44428;3912;205,7;117,11;650834,8;370536,04
C5216;2668578582;África;United Arab Emirates;Cereales;Online;Media;44558;521671903;44598;3164;47,45;31,79;357678,1;239633,02
C2000;1068658286;Australia y Oceanía;Fiji;Bebida;Offline;Baja;44724;200081908;44724;7538;437,2;263,33;1779841,2;1072016,43
C8219;2443458997;África;Swaziland;Cosméticos;Offline;Crítica;44792;821956574;44831;4071;154,06;90,93;1052229,8;621051,9
C5279;6610473844;Europa;Vatican City;Verduras;Offline;Alta;44262;527969729;44303;6830;47,45;31,79;90866,75;60877,85
C6791;8888699540;Asia;Thailand;Bebida;Online;Baja;44870;679107701;44872;1915;154,06;90,93;378063,24;223142,22
C9066;3223541824;Europa;Georgia;Verduras;Online;Alta;44846;906669318;44858;2454;152,58;97,44;550813,8;351758,4
C4622;3338069366;África;Guinea-Bissau;Snacks;Online;Baja;44651;462265908;44670;3610;152,58;97,44;1155488,34;737913,12
C4678;6268987109;Europa;Estonia;Snacks;Online;Baja;44375;467821300;44386;7573;437,2;263,33;3746366,8;2256474,77
C7655;8722020080;África;Swaziland;Cosméticos;Offline;Alta;44253;765571820;44293;8569;437,2;263,33;3432894,4;2067667,16
C3680;116395110;Centroamérica y Caribe;Trinidad and Tobago;Cosméticos;Online;Crítica;44144;368066298;44189;7852;668,27;502,54;5818626,89;4375615,78
C6081;6422799444;África;Ghana;Doméstico;Online;Media;44055;608166062;44083;8707;109,28;35,84;158893,12;52111,36
C1890;951405872;África;Djibouti;Ropa;Online;Alta;44661;189044940;44693;1454;205,7;117,11;1735902,3;988291,29
C1341;1717558751;Australia y Oceanía;New Zealand;Cereales;Offline;Crítica;44696;134189260;44705;8439;81,73;56,67;739084,39;512466,81
C6373;4405034297;África;Syria;Cuidado personal;Offline;Baja;44609;637397849;44613;9043;109,28;35,84;511102,56;167623,68
C6127;1724012222;Europa;Albania;Ropa;Online;Alta;43947;612782037;43970;4677;651,21;524,96;2463527,43;1985923,68
C8447;8343669063;Asia;Taiwan;Material de oficina;Offline;Crítica;43975;844765651;43983;3783;47,45;31,79;324368,2;217316,44
C8380;883817184;África;Ethiopia;Bebida;Offline;Media;44014;838085019;44033;6836;152,58;97,44;204457,2;130569,6
C1677;4227192571;Europa;United Kingdom;Snacks;Offline;Media;44054;167788970;44054;1340;651,21;524,96;4447764,3;3585476,8
C7292;8238304980;África;Cape Verde;Material de oficina;Offline;Baja;44232;729238831;44243;6830;255,28;159,42;2521145,28;1574431,92
C8881;7578751626;África;Tanzania;Alimento infantil;Online;Media;44310;888108432;44360;9876;152,58;97,44;1384510,92;884170,56
C4303;9380848509;Centroamérica y Caribe;Trinidad and Tobago;Snacks;Online;Alta;44197;430384099;44223;9074;205,7;117,11;11313,5;6441,05
C1123;4083863287;África;Togo;Cereales;Offline;Alta;44470;112364661;44509;55;668,27;502,54;320769,6;241219,2
C3106;3024643816;Europa;Montenegro;Doméstico;Online;Alta;44811;310661447;44812;480;109,28;35,84;550989,76;180705,28
C5721;2031119412;Europa;Russia;Ropa;Offline;Media;44523;572198283;44536;5042;205,7;117,11;95444,8;54339,04
C9642;1753303138;Asia;Nepal;Cereales;Offline;Media;44103;964211499;44142;464;668,27;502,54;334803,27;251772,54
C7242;6309537323;África;Kenya;Doméstico;Online;Alta;44716;724249923;44745;501;255,28;159,42;239963,2;149854,8
C5101;1755152756;África;Zimbabwe;Alimento infantil;Online;Crítica;44541;510174882;44542;940;47,45;31,79;218080,2;146106,84
C1501;1755152756;África;Turkey;Bebida;Offline;Alta;44515;150160205;44522;4596;47,45;31,79;299884;200912,8
C8926;356373208;Europa;Portugal;Bebida;Online;Media;44678;892692220;44692;6320;668,27;502,54;5340145,57;4015797,14
C4565;1724835804;Centroamérica y Caribe;Costa Rica;Doméstico;Online;Media;44692;456569755;44721;7991;651,21;524,96;2292259,2;1847859,2
C6809;3607189510;Norteamérica;Canada;Material de oficina;Online;Media;44370;680904138;44388;3520;668,27;502,54;2572839,5;1934779
C7751;8193137864;Centroamérica y Caribe;Trinidad and Tobago;Doméstico;Online;Media;44190;775119197;44229;3850;421,89;364,69;824373,06;712604,26
C4689;9059963415;África;Iran;Cárnicos;Online;Baja;44780;468951261;44792;1954;651,21;524,96;5103532,77;4114111,52
C4624;6828604126;África;Burundi;Material de oficina;Online;Baja;44302;462449157;44347;7837;437,2;263,33;1545502;930871,55
C1759;3225184793;África;Cameroon;Cosméticos;Offline;Alta;44199;175974214;44209;3535;437,2;263,33;3548315,2;2137186,28
C9002;1726613258;Asia;Maldives;Cosméticos;Offline;Baja;44493;900200259;44510;8116;205,7;117,11;550864,6;313620,58
C8461;3915817702;Centroamérica y Caribe;Nicaragua;Cereales;Offline;Crítica;44311;846113622;44350;2678;255,28;159,42;1366003,28;853056,42
C9950;1734987892;Europa;Ukraine;Alimento infantil;Offline;Alta;44491;995013129;44527;5351;81,73;56,67;514653,81;356850,99
C1485;3068598689;África;Madagascar;Cuidado personal;Online;Crítica;43930;148510110;43965;6297;109,28;35,84;295820,96;97018,88
C7785;1753644473;Australia y Oceanía;Australia;Ropa;Online;Media;44282;778528392;44330;2707;47,45;31,79;180547,25;120960,95
C4773;6795860049;África;Somalia;Bebida;Online;Media;44218;477304303;44219;3805;152,58;97,44;891982,68;569634,24
C5073;8762241793;Europa;San Marino;Snacks;Offline;Alta;44117;507386672;44126;5846;152,58;97,44;1085911,86;693480,48
C8516;1755152756;África;Turkey;Snacks;Offline;Crítica;44510;851636826;44510;7117;421,89;364,69;1237825,26;1070000,46
C6632;3254377172;Centroamérica y Caribe;Grenada;Cárnicos;Online;Alta;44504;663228595;44545;2934;205,7;117,11;133087,9;75770,17
C5156;8097981355;Europa;Lithuania;Cereales;Offline;Baja;44402;515648305;44411;647;47,45;31,79;219930,75;147346,65
C1526;6655085774;Australia y Oceanía;Papua New Guinea;Bebida;Online;Alta;44127;152694785;44151;4635;205,7;117,11;269261,3;153296,99
C7384;226691678;Europa;Serbia;Cereales;Online;Alta;44796;738479363;44811;1309;152,58;97,44;627408,96;400673,28
C8074;3372041285;Europa;Ukraine;Snacks;Offline;Media;44017;807425868;44019;4112;47,45;31,79;404131,65;270755,43
C3142;9489916590;Norteamérica;Greenland;Bebida;Offline;Crítica;44766;314270627;44785;8517;668,27;502,54;4697938,1;3532856,2
C1840;2973042232;Europa;Lithuania;Doméstico;Offline;Baja;44423;184062469;44459;7030;81,73;56,67;342040,05;237163,95
C9621;2282208014;África;South Sudan;Cuidado personal;Offline;Baja;44691;962162721;44727;4185;109,28;35,84;169602,56;55623,68
C5642;1726613258;Asia;Maldives;Ropa;Online;Crítica;44811;564245212;44853;1552;668,27;502,54;1823040,56;1370929,12
C1262;1728180629;Asia;Kazakhstan;Doméstico;Offline;Media;44168;126296269;44208;2728;437,2;263,33;3647559,6;2196962,19
C8546;3329034348;África;Kuwait;Cosméticos;Online;Baja;43863;854614722;43866;8343;81,73;56,67;86470,34;59956,86
C8758;3233186718;África;Rwanda;Cuidado personal;Offline;Alta;44097;875811898;44117;1058;81,73;56,67;46259,18;32075,22
C1868;9031011879;África;Cameroon;Cuidado personal;Offline;Crítica;44699;186811625;44715;566;421,89;364,69;3624456,99;3133051,79
C2048;1415951762;Europa;Czech Republic;Cárnicos;Offline;Crítica;44598;204850232;44626;8591;668,27;502,54;2597565,49;1953372,98
C6174;6259282236;África;Equatorial Guinea;Doméstico;Offline;Crítica;44436;617476546;44472;3887;9,33;6,92;67549,2;50100,8
C7325;1575487380;África;Liberia;Frutas;Online;Crítica;43960;732551896;43987;7240;81,73;56,67;528629,64;366541,56
C8282;1426628290;África;The Gambia;Cuidado personal;Online;Alta;44628;828250110;44661;6468;81,73;56,67;115974,87;80414,73
C8030;1804558925;África;Liberia;Cuidado personal;Online;Media;43869;803057515;43912;1419;651,21;524,96;5843958,54;4710991,04
C6257;1893160181;Europa;Monaco;Material de oficina;Offline;Media;43958;625772941;43997;8974;152,58;97,44;1227200,94;783709,92
C7855;9498461957;Asia;Thailand;Snacks;Offline;Alta;44182;785507714;44196;8043;47,45;31,79;216799,05;145248,51
C9416;8423867046;África;Cape Verde;Bebida;Offline;Crítica;44501;941685664;44551;4569;9,33;6,92;60887,58;45159,92
C3740;30723598;África;Rwanda;Frutas;Offline;Media;43973;374043118;44014;6526;81,73;56,67;728786,41;505326,39
C2326;6245042678;África;Chad;Cuidado personal;Offline;Media;44418;232628905;44440;8917;81,73;56,67;717671,13;497619,27
C3878;1755152756;África;Turkey;Cuidado personal;Online;Baja;44666;387804353;44704;8781;109,28;35,84;19998,24;6558,72
C7802;9240277459;África;Tanzania;Ropa;Online;Crítica;44219;780243289;44244;183;81,73;56,67;753714,06;522610,74
C9709;4662226202;África;Togo;Cuidado personal;Online;Media;44812;970932042;44843;9222;421,89;364,69;3809244,81;3292786,01
C5911;2372904546;Australia y Oceanía;Marshall Islands;Cárnicos;Offline;Alta;44674;591169440;44716;9029;668,27;502,54;3184306,55;2394603,1
C6925;4268997505;Centroamérica y Caribe;Cuba;Doméstico;Online;Baja;44269;692566812;44276;4765;651,21;524,96;5614081,41;4525680,16
C5970;8310684483;África;Guinea-Bissau;Material de oficina;Online;Baja;44728;597047984;44744;8621;47,45;31,79;228803,9;153291,38
C1468;4651644742;Europa;Georgia;Bebida;Online;Alta;44199;146849286;44219;4822;9,33;6,92;43123,26;31984,24
C1545;1755651047;Centroamérica y Caribe;The Bahamas;Frutas;Offline;Alta;44629;154519546;44635;4622;9,33;6,92;12203,64;9051,36
C1529;1333660009;Europa;Ukraine;Frutas;Offline;Crítica;43937;152920091;43968;1308;205,7;117,11;1069022,9;608620,67
C6452;3369426354;África;Djibouti;Cereales;Online;Crítica;43843;645224750;43875;5197;651,21;524,96;5624500,77;4534079,52
C8549;5840701073;Centroamérica y Caribe;Honduras;Material de oficina;Offline;Crítica;44124;854919850;44140;8637;205,7;117,11;207345,6;118046,88
C9758;384269562;Australia y Oceanía;Palau;Cereales;Online;Crítica;44184;975804221;44209;1008;668,27;502,54;2487969,21;1870956,42
C8219;6862705231;Europa;Portugal;Doméstico;Offline;Baja;44617;821989190;44631;3723;255,28;159,42;1333072,16;832491,24
C2778;1316765234;África;Iraq;Alimento infantil;Offline;Baja;44597;277898585;44626;5222;154,06;90,93;921124,74;543670,47
C6482;7382445367;Asia;Philippines;Verduras;Offline;Baja;44490;648268735;44517;5979;9,33;6,92;32664,33;24226,92
C6081;54663908;Centroamérica y Caribe;Barbados;Frutas;Offline;Crítica;44286;608148467;44289;3501;205,7;117,11;1505929,7;857362,31
C2528;7769655274;África;Mozambique;Cereales;Online;Baja;44123;252899110;44140;7321;9,33;6,92;37403,97;27742,28
C6481;3447318400;Europa;Vatican City;Frutas;Online;Alta;44805;648194491;44821;4009;152,58;97,44;330030,54;210762,72
C6800;5437147491;África;Kuwait;Snacks;Offline;Alta;44155;680020940;44166;2163;255,28;159,42;1891880,08;1181461,62
C2046;8000389250;África;Gabon;Alimento infantil;Offline;Crítica;44837;204677283;44837;7411;109,28;35,84;810529,76;265825,28
C4987;1529359056;Asia;Brunei;Ropa;Online;Media;44444;498774850;44491;7417;9,33;6,92;64106,43;47547,32
C2092;9054812595;África;Iran;Frutas;Online;Alta;44369;209237468;44369;6871;437,2;263,33;1092125,6;657798,34
C3033;7876517359;Europa;Czech Republic;Cosméticos;Offline;Crítica;44065;303301465;44090;2498;421,89;364,69;3397480,17;2936848,57
C9185;9043417163;Australia y Oceanía;Nauru;Cárnicos;Offline;Alta;44695;918515670;44719;8053;152,58;97,44;1422198,18;908238,24
C9127;2867646992;Europa;Monaco;Snacks;Online;Baja;44440;912741410;44450;9321;205,7;117,11;1876189,7;1068160,31
C1141;9219470735;Europa;Vatican City;Cereales;Offline;Baja;44236;114152514;44276;9121;81,73;56,67;187979;130341
C6712;9981130041;África;Swaziland;Cuidado personal;Online;Baja;44122;671235311;44150;2300;255,28;159,42;188396,64;117651,96
C3027;2447990427;Centroamérica y Caribe;Barbados;Alimento infantil;Online;Media;44806;302788627;44837;738;81,73;56,67;682200,31;473024,49
C8479;3056286421;Europa;Slovakia;Cuidado personal;Online;Media;44011;847923791;44028;8347;255,28;159,42;1549549,6;967679,4
C6160;5226588264;Australia y Oceanía;Tuvalu;Alimento infantil;Online;Alta;44306;616064631;44348;6070;9,33;6,92;64181,07;47602,68
C2369;3163043611;Europa;Austria;Frutas;Offline;Media;44228;236947476;44255;6879;668,27;502,54;520582,33;391478,66
C4106;1752274264;Australia y Oceanía;Tonga;Doméstico;Online;Alta;44028;410621154;44058;779;9,33;6,92;91499,31;67864,44
C5574;7542407423;Centroamérica y Caribe;Dominica;Frutas;Online;Baja;44105;557446992;44128;9807;437,2;263,33;1325153,2;798153,23
C1680;1754056123;Australia y Oceanía;Samoa ;Cosméticos;Offline;Alta;44482;168098819;44497;3031;154,06;90,93;238484,88;140759,64
C1535;1750466557;Australia y Oceanía;Kiribati;Verduras;Offline;Alta;44285;153562963;44315;1548;109,28;35,84;381277,92;125045,76
C5951;2193249369;Centroamérica y Caribe;Panama;Ropa;Offline;Baja;44352;595138251;44381;3489;255,28;159,42;2301093,92;1437011,88
C2944;0931108724;Asia;Uzbekistan;Alimento infantil;Online;Baja;44624;294436013;44662;9014;255,28;159,42;1357323,76;847636,14
C8233;8951912168;África;Swaziland;Alimento infantil;Online;Crítica;44667;823380076;44684;5317;9,33;6,92;15114,6;11210,4
C6742;2869911884;África;Saudi Arabia;Frutas;Online;Alta;44196;674206769;44242;1620;651,21;524,96;2721406,59;2193807,84
C2094;4569748653;África;Zambia;Material de oficina;Offline;Alta;44635;209464919;44671;4179;255,28;159,42;326758,4;204057,6
C3120;3152032248;Norteamérica;Greenland;Alimento infantil;Online;Alta;44425;312015855;44442;1280;421,89;364,69;3476373,6;3005045,6
C1350;4687421454;Asia;Turkmenistan;Cárnicos;Offline;Baja;44763;135033404;44768;8240;255,28;159,42;614714,24;383883,36
C2520;2210876710;Centroamérica y Caribe;El Salvador;Alimento infantil;Offline;Media;43862;252003896;43892;2408;255,28;159,42;2083850,64;1301345,46
C4067;3124496116;África;Pakistan;Alimento infantil;Offline;Alta;44779;406726157;44786;8163;81,73;56,67;156676,41;108636,39
C8633;3285779039;África;Libya;Cuidado personal;Offline;Media;44454;863311517;44475;1917;47,45;31,79;337511,85;226122,27
C1561;2810883528;Asia;Taiwan;Bebida;Offline;Crítica;44671;156183803;44709;7113;47,45;31,79;437631,35;293199,17
C9400;9674066181;Europa;Macedonia;Bebida;Offline;Baja;44230;940079343;44272;9223;668,27;502,54;503207,31;378412,62
C5400;2590214801;Australia y Oceanía;Solomon Islands;Doméstico;Offline;Alta;44688;540046966;44690;753;47,45;31,79;296040,55;198337,81
C4014;4886816318;Norteamérica;Mexico;Bebida;Offline;Media;44614;401447999;44619;6239;81,73;56,67;592379,04;410744,16
C2399;2478385769;África;Somalia;Cuidado personal;Offline;Alta;44294;239956271;44316;7248;9,33;6,92;68846,07;51062,68
C2915;9202859912;Asia;Taiwan;Frutas;Online;Media;44158;291558110;44197;7379;668,27;502,54;4852308,47;3648942,94
C8625;6304367232;Centroamérica y Caribe;Cuba;Doméstico;Online;Crítica;44262;862552344;44291;7261;9,33;6,92;89166,81;66134,44
C9795;9386581337;Australia y Oceanía;Federated States of Micronesia;Frutas;Offline;Crítica;44807;979550302;44837;9557;668,27;502,54;2645012,66;1989053,32
C6394;1753644473;Australia y Oceanía;Australia;Doméstico;Offline;Alta;44578;639475810;44595;3958;205,7;117,11;449865,9;256119,57
C3595;768113387;Asia;Myanmar;Cereales;Offline;Alta;44592;359565198;44621;2187;205,7;117,11;617305,7;351447,11
C7273;4572800571;Europa;Montenegro;Cereales;Online;Baja;44448;727367293;44492;3001;109,28;35,84;785067,52;257474,56
C1507;7708401592;África;Nigeria;Ropa;Offline;Media;43892;150743424;43892;7184;154,06;90,93;393623,3;232326,15
